Unnamed: 0,количество детей,трудовой стаж,возраст,образование,education_id,семейный статус,family_status_id,пол,тип занятости,уровень дохода,цель кредита,просрочки
8474,1,342040.45474062586,62,среднее,1,Не женат / не замужем,4,F,пенсионер,73157.74002710766,дополнительное образование,0
8475,2,-1229.6228435329822,37,Высшее,0,женат / замужем,0,M,сотрудник,157387.53552207098,операции с коммерческой недвижимостью,0
8476,0,-438.9341966478018,50,неоконченное высшее,2,Не женат / не замужем,4,F,компаньон,305989.7144941448,сделка с автомобилем,0
8477,0,-3867.8012775039,48,среднее,1,женат / замужем,0,M,сотрудник,195734.28755240436,на покупку подержанного автомобиля,0
8478,0,-4701.670396448562,42,среднее,1,вдовец / вдова,2,F,госслужащий,132948.1068672152,высшее образование,0
8479,0,-2401.491285826363,46,среднее,1,женат / замужем,0,F,сотрудник,135244.6841219018,на покупку своего автомобиля,1
8480,2,-1801.512743580185,38,высшее,0,женат / замужем,0,F,компаньон,175059.06826790146,получение образования,0
8481,0,401161.15825071634,55,среднее,1,Не женат / не замужем,4,F,пенсионер,171868.76236118772,заняться высшим образованием,0
8482,0,-7373.150635088841,47,высшее,0,гражданский брак,1,F,сотрудник,131762.96308739035,свадьба,0
8483,0,-1304.139397097611,51,среднее,1,женат / замужем,0,F,сотрудник,102668.4330746774,покупка недвижимости,0
8484,0,-2923.780494497127,51,среднее,1,вдовец / вдова,2,F,сотрудник,140923.94658455046,автомобиль,0
8485,2,-4863.710732059039,31,среднее,1,женат / замужем,0,F,сотрудник,81296.35452050317,покупка своего жилья,1
8486,1,-4019.228450722017,29,высшее,0,женат / замужем,0,M,госслужащий,171618.91239365007,на покупку своего автомобиля,0
8487,0,-769.7340931636818,30,высшее,0,Не женат / не замужем,4,M,компаньон,255432.7024955528,покупка жилой недвижимости,0
8488,0,335058.3066457678,62,высшее,0,в разводе,3,F,пенсионер,72890.26997435931,получение дополнительного образования,0
8489,0,-192.3502547523261,54,среднее,1,женат / замужем,0,F,компаньон,263208.1664380208,получение дополнительного образования,0
8490,1,,31,среднее,1,женат / замужем,0,F,компаньон,,покупка жилья,0
8491,0,354807.11626673874,59,среднее,1,Не женат / не замужем,4,F,пенсионер,47788.4308005287,жилье,0
8492,0,387477.9252373854,62,среднее,1,гражданский брак,1,F,пенсионер,126494.20116645849,ремонт жилью,0
8493,0,,34,среднее,1,гражданский брак,1,F,сотрудник,,свадьба,0
8494,0,-3114.0530994721003,30,высшее,0,гражданский брак,1,F,сотрудник,276859.0404527909,заняться образованием,0
8495,0,-287.10480325541755,33,среднее,1,женат / замужем,0,M,сотрудник,122634.09927297154,операции со своей недвижимостью,0
8496,0,-1157.558992396438,22,среднее,1,женат / замужем,0,F,сотрудник,146769.80759367096,приобретение автомобиля,0
8497,3,-4260.1980167000265,34,Высшее,0,женат / замужем,0,F,компаньон,271886.15787225234,покупка жилья,0
8498,1,-3313.129897567661,55,высшее,0,женат / замужем,0,F,сотрудник,114394.61439277927,сделка с автомобилем,0
8499,0,,47,среднее,1,в разводе,3,F,сотрудник,,покупка коммерческой недвижимости,0
8500,0,-2007.5200698492688,37,среднее,1,гражданский брак,1,F,сотрудник,322437.17430708394,покупка коммерческой недвижимости,0
8501,0,,48,среднее,1,гражданский брак,1,F,пенсионер,,сыграть свадьбу,0
8502,2,-1290.5967316594442,35,среднее,1,женат / замужем,0,F,сотрудник,89433.93217099426,строительство жилой недвижимости,1
8503,0,,29,высшее,0,Не женат / не замужем,4,F,сотрудник,,покупка недвижимости,0
8504,0,-5841.812212758056,46,среднее,1,гражданский брак,1,F,сотрудник,138665.84877327053,на проведение свадьбы,0
8505,1,-1171.8403610899177,29,среднее,1,женат / замужем,0,F,сотрудник,80597.62803658171,получение образования,1
8506,1,331586.16457030195,59,среднее,1,гражданский брак,1,F,пенсионер,67177.33120513812,сыграть свадьбу,0
8507,0,-11662.034001242137,64,среднее,1,гражданский брак,1,F,сотрудник,130154.13369453124,на проведение свадьбы,0
8508,0,-1003.2844896250548,32,среднее,1,гражданский брак,1,M,сотрудник,105329.54347666382,на проведение свадьбы,0
8509,1,346782.5499510521,43,среднее,1,женат / замужем,0,M,пенсионер,96126.01419728433,строительство собственной недвижимости,0
8510,0,-191.4491038279483,56,среднее,1,женат / замужем,0,F,сотрудник,174540.48880879994,покупка своего жилья,0
8511,3,,40,среднее,1,женат / замужем,0,M,компаньон,,строительство жилой недвижимости,0
8512,1,-1385.4474154060697,39,среднее,1,гражданский брак,1,F,сотрудник,65656.42100613777,покупка коммерческой недвижимости,0
8513,0,-1682.129175257944,26,среднее,1,Не женат / не замужем,4,M,сотрудник,79410.81021435963,операции с коммерческой недвижимостью,0
8514,0,-5668.862280126934,69,среднее,1,в разводе,3,F,госслужащий,312790.08673797303,сделка с автомобилем,0
8515,0,353226.8732708303,66,среднее,1,вдовец / вдова,2,F,пенсионер,114252.44286880504,заняться образованием,0
8516,0,328994.063851685,61,среднее,1,женат / замужем,0,F,пенсионер,202032.7265926468,покупка жилья для сдачи,0
